Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1247,7/8/2024,7/14/2024,CUST599,Jackson Sheth,Home Office,PROD7689,Headphones,Electronics,East,Odisha,Sirsa,9,3420,0,30780,20863.93,9916.07,UPI,Cancelled,Mani Ltd,nandaanita@narayan.com,28,No,0
ORD1248,8/15/2024,8/22/2024,CUST896,Ekavir Gola,Consumer,PROD1219,Sugar,Grocery,East,Uttar Pradesh,Anand,2,549,20,878.4,788.33,90.07,Net Banking,Delivered,Tata-Raja,ojasvibhasin@pandey.com,4,Yes,35
ORD1249,9/5/2024,9/10/2024,CUST933,Laksh Bala,Corporate,PROD5235,Office Chair,Furniture,West,Chhattisgarh,Latur,1,3305,20,2644,1926.01,717.99,Cash,Delivered,Yohannan-Swamy,ypatla@agrawal.org,8,Yes,46
ORD1250,11/25/2024,11/29/2024,CUST551,Faris Om,Home Office,PROD5889,Mouse,Electronics,East,Meghalaya,Narasaraopet,8,323,0,2584,1972.51,611.49,Cash,Return,"Nigam, Sabharwal and Dyal",kborah@barman.com,2,Yes,46
ORD1251,2/8/2025,2/14/2025,CUST625,Alka Dave,Consumer,PROD8867,Monitor,Electronics,South,Sikkim,Allahabad,10,3891,20,31128,22266.75,8861.25,Credit Card,Cancelled,Joshi LLC,azaangill@yadav.org,16,No,0
ORD1252,11/12/2025,11/14/2025,CUST248,Riya Rajagopalan,Consumer,PROD9560,Sofa,Furniture,North,Gujarat,Malegaon,1,3162,20,2529.6,1894.16,635.44,UPI,Return,Bhattacharyya PLC,masterekantika@shroff-pandya.com,29,No,0
ORD1253,11/3/2025,11/6/2025,CUST444,Zehaan Thaman,Home Office,PROD2107,Study Table,Furniture,North,Rajasthan,Srikakulam,1,2537,10,2283.3,1934.02,349.28,Net Banking,Pending,Lal and Sons,shaurya72@chaudhuri.net,22,No,0
ORD1254,5/29/2024,5/30/2024,CUST342,Rayaan Wali,Corporate,PROD7441,Study Table,Furniture,North,Rajasthan,Jorhat,8,772,0,6176,5071.25,1104.75,Cash,Delivered,Murty-Kannan,rprakash@suresh-issac.com,31,No,0
ORD1255,6/1/2025,6/2/2025,CUST747,Ayushman Ganesh,Consumer,PROD8490,Stapler,Office Supplies,North,Rajasthan,Kishanganj,3,3341,0,10023,6367.87,3655.13,Net Banking,Pending,"Prabhakar, Sem and Gade",fdhingra@chacko.biz,16,No,0
ORD1256,9/19/2024,9/25/2024,CUST531,Yashoda Bhatia,Home Office,PROD6401,Keyboard,Electronics,North,Karnataka,Kota,7,2515,20,14084,11808.24,2275.76,Net Banking,Pending,Ramanathan Group,memonyashasvi@wadhwa.net,34,No,0
ORD1257,10/28/2024,10/31/2024,CUST384,Vyanjana Viswanathan,Consumer,PROD3078,Cooking Oil,Grocery,East,Jharkhand,Amritsar,10,4170,5,39615,28770.52,10844.48,Credit Card,Pending,Chaudhari PLC,upkaarsuri@tailor.biz,13,No,0
ORD1258,5/30/2024,5/31/2024,CUST682,Edhitha Kale,Consumer,PROD7187,Calculator,Office Supplies,North,Goa,Chennai,10,769,20,6152,4749.79,1402.21,UPI,Pending,Sagar-Loyal,hemang64@soni-borra.com,3,Yes,22
ORD1259,7/10/2025,7/11/2025,CUST898,Pooja Nadkarni,Home Office,PROD1244,Headphones,Electronics,North,Kerala,Jorhat,4,488,5,1854.4,1280.79,573.61,Net Banking,Cancelled,"Sankar, Mitter and Samra",gchauhan@lala.com,46,No,0
ORD1260,9/21/2025,9/25/2025,CUST618,Pooja Shetty,Corporate,PROD5393,Notebook,Office Supplies,South,Uttar Pradesh,Proddatur,4,3014,20,9644.8,7789.48,1855.32,Cash,Cancelled,Shankar-Kanda,siyaarora@guha-khanna.com,35,No,0
ORD1261,2/28/2025,3/1/2025,CUST362,Lila Rajagopal,Home Office,PROD6343,Cooking Oil,Grocery,West,Odisha,Varanasi,8,1429,0,11432,6893.35,4538.65,UPI,Pending,"Ramesh, Basu and Peri",timothy79@dalia.com,13,No,0
ORD1262,5/20/2025,5/23/2025,CUST396,Yutika Kapadia,Consumer,PROD9160,Rice Bag,Grocery,North,Haryana,Dharmavaram,1,1557,0,1557,961.45,595.55,Credit Card,Return,Mahajan and Sons,ysaran@dhawan.com,3,Yes,34
ORD1263,1/27/2026,2/2/2026,CUST313,Rachana Rout,Consumer,PROD6256,Calculator,Office Supplies,East,Kerala,Warangal,10,748,10,6732,4120.19,2611.81,Net Banking,Cancelled,Dayal-Gara,isaiah64@trivedi-gokhale.net,23,No,0
ORD1264,12/1/2024,12/8/2024,CUST697,Imaran Kapadia,Corporate,PROD3481,Sofa,Furniture,West,Maharashtra,Shimoga,3,2179,0,6537,4230.7,2306.3,Credit Card,Delivered,Chahal-Shan,tsama@kar-narain.com,27,No,0
ORD1265,5/24/2025,5/31/2025,CUST185,Yutika Sha,Home Office,PROD8339,Study Table,Furniture,West,Rajasthan,Sirsa,8,3674,5,27922.4,23640.48,4281.92,Cash,Return,"Bhandari, Desai and Rao",logan25@venkataraman-mishra.org,14,No,0
ORD1266,8/21/2024,8/26/2024,CUST419,Nirja Ram,Home Office,PROD5912,Sugar,Grocery,East,West Bengal,Warangal,4,2133,15,7252.2,6000.98,1251.22,Net Banking,Delivered,Bhat-Konda,imaran02@dhillon-morar.com,30,No,0
ORD1267,10/14/2024,10/18/2024,CUST106,Chakrika Viswanathan,Corporate,PROD9061,Keyboard,Electronics,East,Meghalaya,Kirari Suleman Nagar,2,4118,10,7412.4,4739.92,2672.48,Cash,Cancelled,Dani-Dasgupta,vasana71@kari-brar.com,43,No,0
ORD1268,10/22/2024,10/25/2024,CUST944,Reyansh Viswanathan,Corporate,PROD8406,Stapler,Office Supplies,West,Tripura,Gulbarga,9,646,10,5232.6,4432.27,800.33,UPI,Pending,Barad-Kumer,ysethi@sha-kalla.info,3,Yes,39
ORD1269,9/10/2024,9/14/2024,CUST575,Jagvi Rattan,Corporate,PROD9701,Calculator,Office Supplies,West,Uttar Pradesh,Nangloi Jat,1,3731,20,2984.8,2209.88,774.92,Credit Card,Pending,"Chatterjee, Subramaniam and Natarajan",pnair@dhawan-mohan.info,49,No,0
ORD1270,1/22/2025,1/26/2025,CUST645,Finn Kale,Consumer,PROD5335,Juice Pack,Grocery,South,Uttar Pradesh,Ahmedabad,5,3505,10,15772.5,13979.73,1792.77,UPI,Return,"Munshi, Dara and Bedi",thomasvarty@rana-maharaj.com,20,No,0
ORD1271,5/27/2024,5/31/2024,CUST896,Chanchal Sundaram,Home Office,PROD3772,Laptop,Electronics,South,Haryana,Ahmedabad,5,4029,10,18130.5,14921.18,3209.32,UPI,Return,Bhatt-Dube,maanasnarayanan@dua.com,11,No,0
ORD1272,8/24/2024,8/25/2024,CUST776,Brinda Shankar,Corporate,PROD5674,Stapler,Office Supplies,East,Punjab,Erode,7,1536,0,10752,6827.65,3924.35,Cash,Return,"Kara, Majumdar and Sankaran",obora@ganesh.org,41,No,0
ORD1273,4/13/2025,4/16/2025,CUST938,Ikbal Bala,Consumer,PROD4858,Rice Bag,Grocery,South,Rajasthan,Machilipatnam,10,4244,15,36074,23864.86,12209.14,Cash,Delivered,Kapadia-Narain,banerjeeaachal@mahajan.net,10,No,0
ORD1274,4/27/2024,5/2/2024,CUST665,Ekbal Ranganathan,Corporate,PROD2647,Office Chair,Furniture,South,Odisha,Suryapet,7,356,10,2242.8,1669.28,573.52,Cash,Cancelled,Narasimhan Ltd,savantthomas@rajagopalan.net,16,No,0
ORD1275,1/20/2025,1/22/2025,CUST322,Gabriel Sankar,Home Office,PROD7613,Headphones,Electronics,North,Chhattisgarh,Bhavnagar,7,3371,5,22417.15,14523.74,7893.41,Cash,Return,"Bedi, Vasa and Suresh",kadakiapranav@bhargava.com,41,No,0
ORD1276,11/27/2025,12/3/2025,CUST904,Baljiwan Varughese,Consumer,PROD7632,Bookshelf,Furniture,West,Tripura,Junagadh,5,4095,20,16380,10058.51,6321.49,Net Banking,Return,Nayak Inc,sathvik71@ram-murty.info,26,No,0
ORD1277,5/23/2024,5/30/2024,CUST371,Zansi Batta,Consumer,PROD7670,Pan,Office Supplies,West,Goa,Latur,5,2388,20,9552,6429.81,3122.19,Credit Card,Return,Upadhyay Inc,ibuch@devi.com,25,No,0
ORD1278,8/21/2025,8/22/2025,CUST564,Madhavi Garde,Home Office,PROD2125,Bookshelf,Furniture,East,Karnataka,Bhiwandi,4,3770,5,14326,11850.64,2475.36,Net Banking,Cancelled,Chada-Dutt,yjaggi@patel.net,1,Yes,41
ORD1279,1/25/2025,1/31/2025,CUST868,Chasmum Ray,Corporate,PROD3131,File Folder,Office Supplies,South,Haryana,Sangli-Miraj & Kupwad,8,469,0,3752,2543.79,1208.21,Cash,Delivered,"Sami, Srinivas and Mallick",idika03@sastry.org,11,No,0
ORD1280,11/1/2024,11/6/2024,CUST225,Raksha Narain,Home Office,PROD5450,Mouse,Electronics,North,Meghalaya,Fatehpur,3,1280,5,3648,2589.11,1058.89,Net Banking,Pending,Mannan-Kara,ytara@barad.com,28,No,0
ORD1281,12/8/2025,12/15/2025,CUST787,Krisha Saran,Home Office,PROD3438,Sofa,Furniture,North,Uttar Pradesh,Jorhat,3,496,0,1488,1209.83,278.17,Cash,Return,"Varma, Boase and Som",cbuch@lad.biz,36,No,0
ORD1282,11/15/2024,11/20/2024,CUST629,Tamanna Ghose,Home Office,PROD7523,Office Chair,Furniture,South,Manipur,Satara,2,749,20,1198.4,826.47,371.93,UPI,Delivered,"Patla, Bhat and Sami",charlessaxena@sibal.com,42,No,0
ORD1283,8/4/2025,8/9/2025,CUST618,Niharika Prasad,Consumer,PROD5466,Cooking Oil,Grocery,West,Telangana,Gulbarga,9,2901,10,23498.1,16668.32,6829.78,Cash,Pending,Rajagopalan LLC,darareyansh@sinha.com,41,No,0
ORD1284,9/11/2025,9/17/2025,CUST502,Samesh Sundaram,Corporate,PROD6937,Stapler,Office Supplies,West,Tripura,Kanpur,1,4091,10,3681.9,2549.76,1132.14,UPI,Delivered,Ramanathan-Bath,mohammed20@balan.com,37,No,0
ORD1285,12/29/2024,1/5/2025,CUST881,Yuvraj Sachdeva,Consumer,PROD4809,Pan,Office Supplies,South,Goa,Loni,4,4030,0,16120,12395.1,3724.9,Net Banking,Pending,Koshy and Sons,trivedidayita@kapur-nayar.com,44,No,0
ORD1286,9/15/2024,9/20/2024,CUST672,Daksha Nagar,Home Office,PROD3123,Laptop,Electronics,South,Madhya Pradesh,Jaunpur,4,2033,10,7318.8,4473.58,2845.22,Cash,Delivered,Garg-Deo,saumya81@apte-shenoy.com,21,No,0
ORD1287,9/9/2025,9/12/2025,CUST747,Faras Sarma,Home Office,PROD3428,Pan,Office Supplies,South,Himachal Pradesh,Imphal,3,983,0,2949,1842.91,1106.09,Net Banking,Return,"Raj, Som and Morar",lthakur@yadav-venkataraman.com,50,No,0
ORD1288,11/16/2024,11/17/2024,CUST197,Darika Samra,Consumer,PROD9094,File Folder,Office Supplies,West,Manipur,Jabalpur,8,2915,15,19822,14532.02,5289.98,Cash,Cancelled,"Mannan, Kara and Saran",naveenloyal@johal.info,36,No,0
ORD1289,10/1/2025,10/2/2025,CUST679,Ladli Issac,Consumer,PROD5961,Dining Table,Furniture,South,Kerala,Karnal,7,2860,5,19019,14199.5,4819.5,Cash,Pending,Savant-Prabhakar,omishabahl@sane.org,41,No,0
ORD1290,3/28/2026,4/3/2026,CUST811,Yatan Saxena,Consumer,PROD2599,Study Table,Furniture,East,West Bengal,Belgaum,2,4369,5,8301.1,5273.49,3027.61,Cash,Pending,"Pal, Malhotra and Pillay",fiyazsaxena@dalal.biz,22,No,0
ORD1291,3/13/2026,3/19/2026,CUST829,Oscar Chawla,Consumer,PROD5223,Dining Table,Furniture,East,Sikkim,Haldia,2,2443,15,4153.1,3465.54,687.56,Cash,Delivered,"Varty, Dash and Sehgal",balanaksh@kaur.com,26,No,0
ORD1292,7/22/2024,7/23/2024,CUST818,Anthony Sharma,Consumer,PROD8867,Rice Bag,Grocery,West,Maharashtra,Bidhannagar,4,2260,15,7684,4868.24,2815.76,Net Banking,Delivered,Dhawan-Gera,edwinchaaya@de-grover.com,39,No,0
ORD1293,2/5/2026,2/10/2026,CUST132,Warjas Krishnan,Consumer,PROD1179,Notebook,Office Supplies,West,West Bengal,Bhusawal,2,4887,10,8796.6,5834.13,2962.47,Net Banking,Return,Mahajan LLC,zansi84@loke.com,46,No,0
ORD1294,5/11/2024,5/15/2024,CUST728,Teerth Balan,Home Office,PROD7115,Pan,Office Supplies,South,Karnataka,Jorhat,8,433,20,2771.2,2253.37,517.83,Cash,Cancelled,Nanda LLC,dhruvmandal@master-chhabra.com,16,No,0
ORD1295,12/16/2025,12/20/2025,CUST312,Upma Dani,Consumer,PROD8929,Sofa,Furniture,North,Karnataka,Gwalior,8,1763,0,14104,10939.52,3164.48,Cash,Delivered,Sarraf Ltd,khoslachanakya@pradhan-sunder.net,50,No,0
ORD1296,5/11/2024,5/13/2024,CUST542,Zaitra Iyengar,Consumer,PROD2525,Pan,Office Supplies,North,Odisha,Tenali,3,1089,15,2776.95,2295.85,481.1,Credit Card,Delivered,Kaul Group,utkarshchawla@gandhi.biz,7,Yes,36
ORD1297,10/27/2025,10/28/2025,CUST820,Praneel Nigam,Home Office,PROD8460,Pan,Office Supplies,North,Odisha,Dindigul,1,1611,15,1369.35,1121.09,248.26,Credit Card,Return,"Bhat, Vohra and Talwar",zdivan@tailor.org,48,No,0
ORD1298,10/6/2025,10/9/2025,CUST679,Dalbir Mital,Consumer,PROD4994,Sofa,Furniture,East,Haryana,Karawal Nagar,3,4671,0,14013,8765.28,5247.72,Net Banking,Delivered,Deep-Bhargava,qmisra@sunder.info,7,Yes,32
ORD1299,11/10/2024,11/11/2024,CUST341,Harshil Sagar,Corporate,PROD7199,Juice Pack,Grocery,West,Assam,Adoni,7,472,10,2973.6,2064.47,909.13,Net Banking,Delivered,Nagy-Prabhu,kapadiaviraj@sarma-shere.net,45,No,0
ORD1300,12/16/2025,12/17/2025,CUST863,Nakul Randhawa,Consumer,PROD7224,Dining Table,Furniture,South,Himachal Pradesh,Kadapa,6,967,10,5221.8,4004.15,1217.65,Cash,Pending,"Bala, Singh and Dhingra",rwarrior@bali-chawla.biz,0,Yes,21
ORD1301,8/2/2025,8/9/2025,CUST631,Yagnesh Korpal,Corporate,PROD9633,File Folder,Office Supplies,South,Himachal Pradesh,Bhilai,2,3928,15,6677.6,5126.37,1551.23,UPI,Delivered,Subramanian-Padmanabhan,triptiparsa@khanna.info,19,No,0
ORD1302,9/26/2025,9/27/2025,CUST287,Nandini Garde,Corporate,PROD4166,Rice Bag,Grocery,East,Mizoram,Chittoor,9,4589,5,39235.95,24643.17,14592.78,Cash,Pending,Joshi PLC,waida26@mitter.com,21,No,0
ORD1303,4/2/2024,4/5/2024,CUST163,Harsh Dayal,Corporate,PROD7298,Bookshelf,Furniture,East,Bihar,Dharmavaram,9,3194,10,25871.4,19553.4,6318,Net Banking,Delivered,Chowdhury PLC,uhora@tandon-gupta.org,18,No,0
ORD1304,2/17/2026,2/18/2026,CUST374,Yashvi Kurian,Home Office,PROD8129,Pan,Office Supplies,East,Karnataka,Amaravati,10,4969,5,47205.5,33866.28,13339.22,Credit Card,Cancelled,Sarna-Dhingra,yadavi81@dhar.com,11,No,0
ORD1305,5/7/2025,5/8/2025,CUST734,Widisha Jain,Corporate,PROD7823,Stapler,Office Supplies,North,Tamil Nadu,Satara,10,359,20,2872,2554.94,317.06,UPI,Cancelled,"Ramakrishnan, Bali and Ramesh",vedhika15@ram.info,20,No,0
ORD1306,9/30/2025,10/6/2025,CUST645,Wriddhish Sehgal,Consumer,PROD4166,Keyboard,Electronics,West,Nagaland,Durg,8,3118,20,19955.2,12268.85,7686.35,UPI,Cancelled,Ramesh and Sons,mannishwar@sane.com,9,Yes,46
ORD1307,9/29/2024,10/6/2024,CUST544,Chanakya Kara,Home Office,PROD3332,Calculator,Office Supplies,West,Meghalaya,Hyderabad,2,530,0,1060,919.3,140.7,UPI,Cancelled,"Kashyap, Tak and Rege",hsura@arya.org,26,No,0
ORD1308,8/30/2025,9/6/2025,CUST509,Yashawini Pillai,Corporate,PROD2392,Pan,Office Supplies,East,Jharkhand,Bidar,9,2007,10,16256.7,12176.67,4080.03,Credit Card,Delivered,"Bose, Wali and Kashyap",kamyasachar@bail.com,17,No,0
ORD1309,6/17/2024,6/23/2024,CUST869,Faraj Gokhale,Consumer,PROD7350,Sugar,Grocery,East,Tamil Nadu,Thiruvananthapuram,3,4607,15,11747.85,9560.62,2187.23,Cash,Cancelled,"Krishna, Nagy and Mahal",barmanvinaya@keer-keer.net,45,No,0
ORD1310,6/5/2024,6/7/2024,CUST979,Mahika Bhatia,Home Office,PROD7857,Cooking Oil,Grocery,North,Punjab,Uluberia,9,3487,15,26675.55,23165.45,3510.1,Net Banking,Delivered,Kar-Saini,dakshesh79@patil.com,8,Yes,44
ORD1311,4/14/2025,4/16/2025,CUST248,Isaac Dutta,Home Office,PROD5551,Monitor,Electronics,South,Gujarat,Ambarnath,5,1807,5,8583.25,5185.24,3398.01,Net Banking,Cancelled,"Kaur, Mistry and Anne",fariskakar@manne-kumer.com,5,Yes,36
ORD1312,4/26/2025,4/27/2025,CUST992,Chaman Kala,Corporate,PROD9499,Keyboard,Electronics,South,Rajasthan,Sirsa,1,1380,20,1104,963.75,140.25,Cash,Pending,Solanki-Khurana,gkaran@bhat-kade.com,22,No,0
ORD1313,12/6/2025,12/11/2025,CUST634,George Sagar,Home Office,PROD3286,Monitor,Electronics,South,Bihar,Kottayam,5,3774,0,18870,12553.87,6316.13,Net Banking,Pending,"Sarraf, Rattan and Ganesh",logan80@nagi.com,33,No,0
ORD1314,7/28/2025,7/30/2025,CUST242,Suhani Lall,Corporate,PROD5518,Bookshelf,Furniture,North,Jharkhand,Malegaon,6,4473,5,25496.1,21613.67,3882.43,Cash,Delivered,Parmar LLC,darpan61@basu.org,3,Yes,27
ORD1315,4/14/2025,4/16/2025,CUST334,Mohammed Ranganathan,Consumer,PROD2289,Bookshelf,Furniture,North,Andhra Pradesh,Srinagar,4,2639,10,9500.4,5949.21,3551.19,Net Banking,Delivered,Lanka-Raval,banerjeekritika@tata.biz,9,Yes,40
ORD1316,2/25/2025,3/1/2025,CUST656,Devansh Dhar,Home Office,PROD2198,Cooking Oil,Grocery,West,Tripura,Hospet,9,715,10,5791.5,3524.25,2267.25,Cash,Pending,"Issac, Bains and Gala",ubuch@narayanan.com,35,No,0
ORD1317,4/27/2025,5/2/2025,CUST507,Sarthak Wali,Home Office,PROD2868,Monitor,Electronics,North,Odisha,Karimnagar,2,2455,20,3928,3243.37,684.63,Credit Card,Return,Bhattacharyya-Yohannan,deshpandeladli@dhaliwal.com,34,No,0
ORD1318,2/9/2025,2/13/2025,CUST320,Wishi Mukhopadhyay,Home Office,PROD6581,Cooking Oil,Grocery,East,Tripura,Bally,8,2907,0,23256,14879.07,8376.93,Cash,Cancelled,Jha-Mukhopadhyay,enarasimhan@devi.com,12,No,0
ORD1319,1/17/2026,1/23/2026,CUST939,Chakradev Gera,Consumer,PROD1685,Sugar,Grocery,South,Uttarakhand,Pali,10,121,20,968,830.78,137.22,Credit Card,Delivered,Yadav-Choudhry,pallyashawini@chacko.biz,22,No,0
ORD1320,9/10/2025,9/11/2025,CUST221,Vansha Agrawal,Consumer,PROD2770,Stapler,Office Supplies,East,Uttar Pradesh,Saharanpur,7,2536,0,17752,12974.8,4777.2,Net Banking,Delivered,Chand Group,samadalaja@gole-rastogi.com,50,No,0
ORD1321,1/19/2025,1/26/2025,CUST405,Lohit Patil,Home Office,PROD8940,Calculator,Office Supplies,West,Punjab,Latur,9,1087,0,9783,7959.96,1823.04,Credit Card,Cancelled,Vala Inc,narayanradhika@dayal.info,11,No,0
ORD1322,7/4/2025,7/9/2025,CUST906,Balveer Thaker,Home Office,PROD7110,Sofa,Furniture,North,Madhya Pradesh,Jammu,8,2096,15,14252.8,12134.97,2117.83,Cash,Return,"Suresh, Comar and Raj",gsavant@pingle-sarkar.net,14,No,0
ORD1323,9/18/2025,9/23/2025,CUST367,Bahadurjit Varma,Home Office,PROD6236,Juice Pack,Grocery,South,Rajasthan,Satara,5,4495,0,22475,15419.44,7055.56,Credit Card,Delivered,"Rau, Sankar and Kalla",bariaalka@upadhyay-ghose.net,28,No,0
ORD1324,12/13/2024,12/17/2024,CUST422,Vidhi Kulkarni,Corporate,PROD7984,Sugar,Grocery,South,Jharkhand,Meerut,8,2969,10,21376.8,18978.86,2397.94,Credit Card,Return,"Andra, Rana and Gera",netrabhatt@chadha-datta.com,17,No,0
ORD1325,10/3/2024,10/4/2024,CUST110,Lila Yohannan,Consumer,PROD6239,Headphones,Electronics,West,West Bengal,Shivpuri,2,2521,15,4285.7,3853.81,431.89,UPI,Cancelled,Subramanian-Rajan,wwagle@palla-basu.biz,44,No,0
ORD1326,1/18/2025,1/23/2025,CUST838,Indali Handa,Consumer,PROD8824,Sugar,Grocery,North,Uttarakhand,Morena,7,502,15,2986.9,2565.24,421.66,Cash,Delivered,Lal Inc,tparmer@khosla.biz,11,No,0
ORD1327,7/23/2024,7/27/2024,CUST205,Nikita Arya,Home Office,PROD2245,Study Table,Furniture,East,Rajasthan,Gorakhpur,7,3243,5,21565.95,18477.41,3088.54,Cash,Cancelled,"Bassi, Mody and Gandhi",ira36@mangat.com,43,No,0
ORD1328,2/25/2026,2/28/2026,CUST331,Bishakha Viswanathan,Home Office,PROD7084,Bookshelf,Furniture,West,Bihar,Dehradun,6,151,5,860.7,641.28,219.42,Net Banking,Delivered,Chandran PLC,nagarfinn@gola.com,38,No,0
ORD1329,3/21/2026,3/26/2026,CUST900,Vedant Virk,Corporate,PROD1898,Laptop,Electronics,West,Nagaland,Malegaon,6,2170,10,11718,9268.67,2449.33,Credit Card,Delivered,Verma Ltd,mbhattacharyya@bhardwaj.net,46,No,0
ORD1330,8/19/2024,8/25/2024,CUST909,Wishi Mallick,Consumer,PROD3054,Laptop,Electronics,North,Telangana,Kottayam,5,1297,10,5836.5,4495.49,1341.01,UPI,Pending,Venkataraman-Vaidya,tkothari@venkatesh.biz,32,No,0
ORD1331,5/7/2025,5/9/2025,CUST898,Harsh Badal,Home Office,PROD2210,Pan,Office Supplies,North,Bihar,Parbhani,1,2096,10,1886.4,1236.7,649.7,Net Banking,Cancelled,"Dada, Vyas and Kunda",zashildhaliwal@loke-kuruvilla.com,49,No,0
ORD1332,9/10/2025,9/14/2025,CUST924,Zayan Hora,Corporate,PROD5210,Mouse,Electronics,East,Himachal Pradesh,Shimla,1,2183,10,1964.7,1368.54,596.16,Credit Card,Delivered,Bala-Char,thayre@kar.org,46,No,0
ORD1333,9/10/2024,9/15/2024,CUST805,Garima Mutti,Home Office,PROD9672,Keyboard,Electronics,West,Kerala,Chennai,5,3971,5,18862.25,15858.15,3004.1,Net Banking,Delivered,Agate-Chauhan,balizaitra@bandi.org,32,No,0
ORD1334,11/20/2024,11/25/2024,CUST750,Upadhriti Cherian,Home Office,PROD5697,Pan,Office Supplies,North,Karnataka,Rampur,8,603,20,3859.2,2468.78,1390.42,Credit Card,Delivered,Wali and Sons,balvanoak@saini-basu.com,19,No,0
ORD1335,11/18/2025,11/21/2025,CUST983,Faraj Gade,Home Office,PROD8277,Sugar,Grocery,West,Uttarakhand,Sangli-Miraj & Kupwad,3,672,0,2016,1582.4,433.6,Cash,Return,Mutti Inc,ucchalnarasimhan@ramesh.biz,3,Yes,32
ORD1336,10/17/2025,10/22/2025,CUST584,Charita Tandon,Consumer,PROD5110,Sofa,Furniture,South,Arunachal Pradesh,Raipur,4,522,10,1879.2,1357.88,521.32,Net Banking,Cancelled,"Mitra, Dhawan and Madan",maneunnati@ray.com,11,No,0
ORD1337,5/30/2024,6/4/2024,CUST111,Zarna Uppal,Home Office,PROD7802,Office Chair,Furniture,East,Telangana,Tadepalligudem,5,684,0,3420,2844.26,575.74,UPI,Cancelled,"Bir, Seth and Morar",zehaan87@tata.com,40,No,0
ORD1338,7/9/2025,7/15/2025,CUST595,Ayush Sehgal,Corporate,PROD9669,Office Chair,Furniture,South,Manipur,Meerut,2,2859,15,4860.3,4267.69,592.61,Cash,Pending,Dhaliwal-Sawhney,deepnihal@chander.com,38,No,0
ORD1339,9/8/2025,9/13/2025,CUST749,Widisha Raja,Home Office,PROD2301,Notebook,Office Supplies,North,Madhya Pradesh,Dehri,9,215,20,1548,1332.69,215.31,UPI,Return,Tak-Bajaj,anamikagarg@patla-rastogi.biz,46,No,0
ORD1340,11/25/2025,12/1/2025,CUST339,Ekalinga Sha,Corporate,PROD6420,Bookshelf,Furniture,North,Odisha,Tezpur,2,4127,5,7841.3,4719.69,3121.61,Net Banking,Delivered,Mishra-Nair,fariswable@sem.com,24,No,0
ORD1341,6/13/2025,6/18/2025,CUST678,Umang Mistry,Consumer,PROD3338,Sugar,Grocery,East,Sikkim,Bidar,9,921,5,7874.55,6354.33,1520.22,Credit Card,Cancelled,Ramachandran and Sons,yagnesh12@dalia.com,45,No,0
ORD1342,7/12/2025,7/13/2025,CUST436,Netra Parmer,Corporate,PROD1543,Sofa,Furniture,South,West Bengal,Gudivada,7,2383,5,15846.95,11124.59,4722.36,Net Banking,Return,Tank and Sons,amaralala@wason-balan.com,32,No,0
ORD1343,5/6/2024,5/9/2024,CUST739,Oeshi Rau,Consumer,PROD4318,Monitor,Electronics,East,Madhya Pradesh,Sagar,8,3007,15,20447.6,13446.9,7000.7,Cash,Cancelled,Bhatia-Bora,upadhriti02@pal-dugar.com,42,No,0
ORD1344,7/21/2024,7/25/2024,CUST909,Ekani Sarin,Consumer,PROD6603,Keyboard,Electronics,West,Tamil Nadu,Tadipatri,10,4503,15,38275.5,27235.07,11040.43,Cash,Return,Kadakia-Rastogi,amarabobal@mani-chaudhari.info,17,No,0
ORD1345,8/2/2025,8/4/2025,CUST435,Vamakshi Kibe,Corporate,PROD3159,Calculator,Office Supplies,North,Haryana,Kolhapur,2,2665,10,4797,3111.76,1685.24,Net Banking,Pending,Korpal-Roy,bailpahal@pradhan.org,29,No,0
ORD1346,9/20/2025,9/25/2025,CUST417,Chavvi Rajagopalan,Corporate,PROD6488,Laptop,Electronics,South,Sikkim,Nashik,1,4988,15,4239.8,3636.25,603.55,UPI,Return,"Tandon, Dugar and Vasa",sanya27@deshmukh.org,31,No,0
ORD1347,4/3/2024,4/6/2024,CUST201,Ladli Shankar,Corporate,PROD6381,Keyboard,Electronics,West,Arunachal Pradesh,Jorhat,3,413,5,1177.05,929.24,247.81,Net Banking,Cancelled,"Kothari, Devan and Dey",aarini16@ahluwalia-chopra.com,23,No,0
ORD1348,4/13/2024,4/19/2024,CUST325,Yochana Tella,Home Office,PROD8415,Dining Table,Furniture,East,Maharashtra,Bareilly,5,2427,5,11528.25,10257.26,1270.99,UPI,Delivered,Wadhwa-Jhaveri,aayushsoni@chaudhuri.com,38,No,0
ORD1349,10/13/2025,10/19/2025,CUST239,Suhani Das,Consumer,PROD1420,Mouse,Electronics,West,Maharashtra,Shimla,9,3115,0,28035,21951.24,6083.76,Credit Card,Cancelled,Sharma-Narain,unnigarde@ramakrishnan.biz,2,Yes,38
ORD1350,8/19/2024,8/23/2024,CUST657,Sarthak Savant,Corporate,PROD8920,Mouse,Electronics,South,Jharkhand,Kottayam,8,2918,5,22176.8,14875.98,7300.82,UPI,Pending,"Choudhury, Nori and Cherian",dandra@raja.com,19,No,0
